name,pop,lat,lon
Grand Prairie ,18,32.7459645,-96.9977846
Santa Clarita ,18,34.3916641,-118.542586
Beaumont ,18,30.0860459,-94.1018461
Scranton ,18,41.4086874,-75.6621294
Conroe ,18,30.20481805,-95.45240905
Great Falls ,18,47.5048851,-111.2918908
Belleville ,18,38.5200504,-89.9839935
North Miami Beach ,18,25.928842,-80.15278619
Beverly ,18,42.5584284,-70.8800491
Cedar Falls ,18,42.5277622,-92.4454654
Reynoldsburg ,18,39.9547861,-82.8121191
Lynnwood ,18,47.8278656,-122.3053932
Lumberton ,18,34.6183433,-79.0083993
Hays ,18,38.8791783,-99.3267702
Northfield ,18,44.4582041,-93.161159
Mountlake Terrace ,18,47.7909667,-122.3066395
Niles ,18,42.0289319,-87.8122348
Elon ,18,36.1029132,-79.5066895
Paterson ,17,40.9167654,-74.171811
Murfreesboro ,17,35.9155165,-86.44469333
Rapid City ,17,44.0811755,-103.228006
Waterloo ,17,43.4655524,-80.5217786
Anderson ,17,38.198077,-95.3067461
Peabody ,17,42.5278731,-70.9286609
El Centro ,17,32.792,-115.5630514
Linden ,17,33.0123537,-94.3654707
Rock Island ,17,41.5094771,-90.5787477
Cape Girardeau ,17,37.3058839,-89.5181476
Peachtree City ,17,33.3967829,-84.5957629
Pleasant Hill ,17,37.9479786,-122.0607963
Ballwin ,17,38.5950182,-90.5469133
Newburgh ,17,41.5034271,-74.0104179
Easton ,17,40.6916081,-75.2099866
Winchester ,17,39.1857762,-78.1631434
Douglas ,17,39.7628415,-88.2170516
Whitewater ,17,42.8336422,-88.7292679
Elizabeth ,16,40.6639916,-74.2107006
Independence ,16,37.2242358,-95.7083131
Pueblo ,16,38.2544472,-104.609141
Pharr ,16,26.1572415,-98.19134333
Gastonia ,16,35.262082,-81.1873005
Apple Valley ,16,44.7319094,-93.21772
Jonesboro ,16,35.8428646,-90.7034522
Santa Fe ,16,35.6869996,-105.9377997
Yuba City ,16,39.1404477,-121.6169108
North Miami ,16,25.90560775,-80.17506945
Jupiter ,16,26.9266939,-80.12208902
Bradenton ,16,27.4989278,-82.5748194
Mentor ,16,41.6661573,-81.339552
Littleton ,16,39.613321,-105.0166498
Ramsey ,16,45.0165728,-93.0949501
Brookings ,16,44.3114605,-96.7984397
Perrysburg ,16,41.556996,-83.627157
Laconia ,16,43.5278546,-71.470351
Beachwood ,16,41.4644979,-81.5087322
Magnolia ,16,33.2670725,-93.2393341
Doraville ,16,33.8981579,-84.2832564
Warrenton ,16,38.7135498,-77.795367
San Bernardino ,15,34.1083449,-117.2897652
Ogden ,15,41.2230048,-111.9738429
Temple ,15,31.098207,-97.3427847
Homestead ,15,25.4687224,-80.4775569
Utica ,15,43.1009031,-75.2326641
Kissimmee ,15,28.2920249,-81.4078013
Valdosta ,15,30.8327022,-83.2784851
Watsonville ,15,36.9092773,-121.7529071
Draper ,15,40.5246711,-111.8638226
Bell Gardens ,15,33.9652918,-118.1514588
Shakopee ,15,44.7980186,-93.5268986
Manhattan Beach ,15,33.8950839,-118.4000147
Emporia ,15,38.4040054,-96.181623
Romulus ,15,42.2222614,-83.3965995
Agoura Hills ,15,34.1363945,-118.7745348
Durant ,15,33.9939861,-96.370824
Lindon ,15,40.3432857,-111.7207608
Harahan ,15,29.9404826,-90.2031313
Clarksville ,14,38.2967791,-85.7602087
Clovis ,14,34.405472,-103.2050709
Whittier ,14,33.9748932,-118.0336975
Sioux City ,14,42.4966815,-96.4058782
Deerfield Beach ,14,26.318342,-80.0996306
Loveland ,14,40.3977612,-105.0749801
Tamarac ,14,26.2052115,-80.27105546
Coconut Creek ,14,26.2714628,-80.18180846
Rancho Santa Margarita ,14,33.640855,-117.603104
Leesburg ,14,39.1026092,-77.55901065
Lake Oswego ,14,45.4206749,-122.6706498
Madison Heights ,14,42.4858692,-83.1052028
Thomasville ,14,35.8826369,-80.0819879
Golden ,14,39.755543,-105.2210997
Macomb ,14,40.4588774,-90.6709794
Oswego ,14,41.6828074,-88.3514596
Elkton ,14,39.6067789,-75.8332718
Riverdale ,14,41.5444778,-90.4581879
Williamsburg ,14,37.2707028,-76.7074502
Solana Beach ,14,32.9905597,-117.2691316
Platteville ,14,40.2149829,-104.8227494
Mendota Heights ,14,44.8835768,-93.1382749
McKinney ,13,33.1976496,-96.6154471
Wichita Falls ,13,33.9137085,-98.4933873
Sandy Springs ,13,33.9242688,-84.3785379
Vacaville ,13,38.3760441,-121.9954703
Longmont ,13,40.1672117,-105.1019287
Chico ,13,39.7284945,-121.8374777
Pawtucket ,13,41.878711,-71.3825558
Turlock ,13,37.4946568,-120.8465941
St. Charles ,13,41.9141984,-88.3086977
Harlingen ,13,26.1906306,-97.6961026
San Clemente ,13,33.4270275,-117.6124179
National City ,13,32.6781085,-117.0991967
Pocatello ,13,42.8688613,-112.4401098
Richland ,13,38.7060457,-88.0949352
Hickory ,13,35.7331895,-81.3412006
Cookeville ,13,36.162839,-85.5016423
Mason City ,13,43.1535728,-93.2010367
Kalispell ,13,48.2022563,-114.3167117
Erlanger ,13,39.0167275,-84.6007773
Jasper ,13,39.0082423,-88.1552371
Malibu ,13,36.8468149,-76.0952116
Martin ,13,27.0673711,-80.3994412
Billings ,12,45.7874957,-108.49607
Kenosha ,12,42.5846773,-87.8212263
San Angelo ,12,31.4319925,-100.4545797
O'Fallon ,12,38.5922715,-89.9112124
Redondo Beach ,12,33.8455911,-118.3886766
Burnsville ,12,44.7677424,-93.2777226
Noblesville ,12,40.0455918,-86.0085955
Niagara Falls ,12,43.1030928,-79.0302618
Mankato ,12,44.1634663,-93.9993505
Hallandale Beach ,12,25.9856006,-80.13999651
Goldsboro ,12,35.3848841,-77.9927651
Hollister ,12,36.8524545,-121.4016021
Petersburg ,12,37.2044555,-77.39053111
West Bend ,12,43.4252776,-88.1834277
Highland Park ,12,42.1816919,-87.8003438
Oakdale ,12,44.9630216,-92.9649361
Superior ,12,46.7207737,-92.1040796
Tualatin ,12,45.3838546,-122.7663518
Traverse City ,12,44.7606441,-85.6165301
Bloomsburg ,12,41.0041213,-76.453816
Lake City ,12,30.1896756,-82.6392899
Scotts Valley ,12,37.0510595,-122.0146841
Cocoa Beach ,12,28.3293255,-80.62631477
Boerne ,12,29.7946641,-98.7319703
Marinette ,12,45.0999594,-87.6307265
Sebring ,12,27.4957453,-81.4410425
Bel Air ,12,34.0827278,-118.4479802
Corte Madera ,12,37.9254806,-122.5274755
Olivette ,12,38.6653297,-90.3759499
Rockland ,12,41.1519319,-74.0357266
Joliet ,11,41.525031,-88.0817252
Hammond ,11,41.5833658,-87.500043
Napa ,11,38.2891775,-122.2937063
Eau Claire ,11,44.811349,-91.4984941
Pico Rivera ,11,33.9830688,-118.096735
Madera ,11,37.1716264,-119.7737991
Vineland ,11,39.473152,-75.00202645
Elkhart ,11,41.6819935,-85.9766671
Attleboro ,11,41.9445441,-71.2856082
Saratoga ,11,43.0833231,-73.8712155
Myrtle Beach ,11,33.6956461,-78.8900409
Saratoga Springs ,11,43.0831301,-73.7845651
Hazelwood ,11,38.7714396,-90.3709489
Shoreview ,11,45.0722056,-93.1282878
Ardmore ,11,40.004128,-75.28830051
Edwardsville ,11,38.8114364,-89.953157
Chaska ,11,44.7894072,-93.6021791
Loma Linda ,11,34.0537971,-117.2610925
Anniston ,11,33.695381,-85.83984218
Biddeford ,11,43.4925843,-70.4533844
Edgewater ,11,40.8270448,-73.975694
Alamo ,11,37.8502033,-122.032184
Menomonie ,11,44.8755183,-91.9193422
Thibodaux ,11,29.7957633,-90.822871
Wood Dale ,11,41.9633625,-87.9789562
South Charleston ,11,38.368429,-81.69957
Fulton ,11,40.4714305,-90.1845556
Town and Country ,11,38.6122751,-90.4634532
Vermillion ,11,42.7794417,-96.9292104
Cheney ,11,47.4873895,-117.5757622
Gilbert ,10,33.294207,-111.7379465
Fontana ,10,34.0922335,-117.435048
Amarillo ,10,35.2072185,-101.8338246
Asheville ,10,35.6009498,-82.5540161
St. Cloud ,10,45.5616075,-94.1642004
North Richland Hills ,10,32.8342952,-97.2289029
Laguna Niguel ,10,33.5225261,-117.7075526
Montebello ,10,34.0159398,-118.111975
Hendersonville ,10,35.3187279,-82.4609528
Wausau ,10,44.9596017,-89.6298239
Weslaco ,10,26.155616,-97.98046402
Delaware ,10,38.6920451,-75.4013315
Lake Worth ,10,26.62121345,-80.06267318
Bay City ,10,28.982941,-95.96336143
San Dimas ,10,34.1066756,-117.8067257
Riviera Beach ,10,26.7753405,-80.0580969
Deer Park ,10,29.70478335,-95.11839443
Leawood ,10,38.966673,-94.6169012
Kearney ,10,40.699457,-99.0814767
New Iberia ,10,30.0035365,-91.8187285
East Palo Alto ,10,37.4688273,-122.1410751
Crown Point ,10,41.4169806,-87.3653136
Rahway ,10,40.6081591,-74.2776468
Brawley ,10,32.9786566,-115.530267
Fort Dodge ,10,42.4974694,-94.1680158
Stephenville ,10,32.2207307,-98.2026165
North Canton ,10,40.875891,-81.4023356
Deming ,10,32.2686981,-107.7586404
Phillipsburg ,10,40.6937099,-75.1901761
Maumee ,10,41.5628294,-83.6538244
Lady Lake ,10,28.9174855,-81.9228604
Auburndale ,10,28.10798645,-81.8037622
Carpinteria ,10,34.3988838,-119.5184564
Clawson ,10,42.5333682,-83.1463166
Waverly ,10,37.0359879,-77.0952514
Presque Isle ,10,46.681153,-68.0158616
Farmville ,10,37.3020966,-78.3919403
Hartsville ,10,34.3740431,-80.0734005
Navasota ,10,30.3874135,-96.0875066
Salinas ,9,36.6777078,-121.6560114
Vallejo ,9,38.1040864,-122.2566367
Murrieta ,9,33.560832,-117.2106564
League City ,9,29.5074538,-95.0949303
Mission ,9,26.2159066,-98.3252932
Meridian ,9,32.376096,-88.68978607
Chino Hills ,9,33.9926803,-117.760056
Springdale ,9,36.1867442,-94.1288142
Owensboro ,9,37.7742152,-87.1133304
Idaho Falls ,9,43.4930789,-112.044349
Carson City,9,39.1637984,-119.7674034
Smyrna ,9,39.2998339,-75.6046494
Glendora ,9,34.1361187,-117.865339
Enid ,9,36.3967623,-97.8791341
La Mirada ,9,33.9060971,-118.0107092
Covina ,9,34.0877926,-117.8891164
Pine Bluff ,9,34.2284312,-92.0031955
St. Louis Park ,9,44.9475726,-93.3569023
Bonita Springs ,9,26.3618645,-81.79306068
Sumter ,9,32.0485072,-84.1862464
Lewiston ,9,44.100351,-70.2147764
Panama City ,9,30.1600827,-85.6545729
Garfield ,9,36.3735486,-97.7845975
Farmers Branch ,9,32.9265137,-96.8961151
Greer ,9,34.9326334,-99.5435856
North Platte ,9,41.1238873,-100.7654232
Avon Lake ,9,41.5053178,-82.0282001
Hermosa Beach ,9,33.86428,-118.39591
Ashtabula ,9,41.7167229,-80.74947
Ottawa ,9,45.4210328,-75.6900219
Conyers ,9,33.6676103,-84.0176904
North Liberty ,9,41.748868,-91.5972564
Canyon ,9,35.02151,-101.910431
Oldsmar ,9,28.06906015,-82.65019139
Port Lavaca ,9,28.6149968,-96.6260892
Richmond Hill ,9,43.8702788,-79.4381534
Rensselaer ,9,42.7091389,-73.5107732
Fairview ,9,37.6785422,-122.0457953
Bennettsville ,9,34.6173803,-79.6847814
Frostburg ,9,39.6581425,-78.928357
Pecos ,9,31.395836,-103.494624
Palmdale ,8,34.5793131,-118.1171108
Abilene ,8,32.4464534,-99.7333478
Victorville ,8,34.5361067,-117.2911565
Lynn ,8,42.466763,-70.9494939
Boynton Beach ,8,26.5253491,-80.0664309
Delano ,8,35.7688425,-119.2470536
DeSoto ,8,34.8703284,-89.9778704
Parker ,8,39.5184514,-104.7612638
Oakland Park ,8,26.1801443,-80.1372004
Sherman ,8,33.617501,-96.59549343
Moorhead ,8,46.8347035,-96.73454892
Peachtree Corners ,8,33.9701009,-84.2215869
Torrington ,8,41.8006523,-73.1212214
Merrillville ,8,41.4828144,-87.3328139
Socorro ,8,34.0572791,-106.8930518
Galesburg ,8,40.9478158,-90.3712395
Goshen ,8,41.5815012,-85.8346529
Benton ,8,36.0345286,-88.101285
Gillette ,8,44.2906347,-105.5018759
West Fargo ,8,46.8749671,-96.900362
Bridgeton ,8,39.427337,-75.2340768
Homewood ,8,33.4717732,-86.8008228
Chanhassen ,8,44.8618403,-93.5307207
Mequon ,8,43.2219088,-87.9822969
Duarte ,8,34.1394513,-117.9772873
Marquette ,8,46.5434914,-87.396433
Liberal ,8,37.0430812,-100.920999
Pleasantville ,8,41.1328736,-73.7926335
Tukwila ,8,47.4627356,-122.2559156
Elko ,8,40.8324212,-115.7631233
Hopkins ,8,44.9271194,-93.4074945
Newburyport ,8,42.8125913,-70.8772751
Centralia ,8,38.5250491,-89.1334037
Americus ,8,32.0723862,-84.2326876
Artesia ,8,33.8690197,-118.0796195
Vero Beach ,8,27.6387163,-80.3975399
Waukee ,8,41.6113712,-93.885707
New Port Richey ,8,28.2471345,-82.71702372
Alexander City ,8,32.944012,-85.9538532
Butler ,8,37.77924,-96.8456342
Meadville ,8,41.6414438,-80.1514484
Lake Forest Park ,8,47.7567679,-122.2809623
Portales ,8,34.1861922,-103.3343978
Powell ,8,46.9109569,-113.0294193
Crossville ,8,35.9489566,-85.0269015
Tomball ,8,30.0739465,-95.62794721
Big Rapids ,8,43.6980782,-85.4836558
Alamosa ,8,37.469877,-105.8696009
Broussard ,8,30.147146,-91.9612306
Oberlin ,8,41.2939386,-82.2173786
Harrodsburg ,8,37.762298,-84.8432852
Oak Hill ,8,38.0051401,-78.5230684
Grand Blanc ,8,42.9275277,-83.6299518
Woodland Park ,8,39.00993625,-105.0450026
North Las Vegas ,7,36.2008371,-115.1120958
Temecula ,7,33.4946353,-117.1473661
South Gate ,7,33.9463456,-118.200981
Westland ,7,42.3238056,-83.4005321
Maple Grove ,7,45.0759797,-93.4561052
Encinitas ,7,33.0369867,-117.2919818
New Braunfels ,7,29.7026173,-98.1256263
Wheaton ,7,41.8646959,-88.1101709
Grand Island ,7,40.9250124,-98.342007
West Sacramento ,7,38.5804609,-121.530234
Altoona ,7,40.518681,-78.394736
Fitchburg ,7,42.5834228,-71.8022956
Muskegon ,7,43.2341813,-86.2483921
Texarkana ,7,33.425125,-94.0476882
Martinez ,7,38.0193657,-122.1341321
Oak Creek ,7,42.8858503,-87.8631362
Milton ,7,42.2495435,-71.0661612
Winter Springs ,7,28.6882125,-81.28497893
Hopkinsville ,7,36.8657651,-87.4889532
Dania Beach ,7,26.05078395,-80.14612378
Oak Ridge ,7,36.0103562,-84.2696449
DeLand ,7,29.0195145,-81.29414163
Barberton ,7,41.012833,-81.6051221
South Pasadena ,7,34.1133062,-118.1478291
Laguna Beach ,7,33.5420888,-117.7834147
Millbrae ,7,37.5985468,-122.3871942
Sedalia ,7,38.7044609,-93.2282613
Waynesboro ,7,38.065698,-78.90552129
Mukilteo ,7,47.9474034,-122.3036992
Rolla ,7,37.9513575,-91.771792
Willmar ,7,45.1219075,-95.0433424
Ellensburg ,7,46.9970635,-120.5451223
Menasha ,7,44.2022293,-88.4465361
Colonial Heights ,7,37.2535906,-77.4012463
Poplar Bluff ,7,36.7569994,-90.3928881
Waterville ,7,44.5520105,-69.6317121
Longwood ,7,28.7007225,-81.34927787
Stoughton ,7,42.9167389,-89.2178997
Larkspur ,7,37.9340915,-122.5352539
Greencastle ,7,39.6444898,-86.8647316
Sparta ,7,43.9441328,-90.8129118
Edgewood ,7,39.4187194,-76.2944016
Valley ,7,48.3564433,-106.615665
Grants ,7,35.14726,-107.8514465
Pearsall ,7,28.8921939,-99.095033
Pulaski ,7,37.2314232,-89.1183427
Toppenish ,7,46.3773509,-120.3086667
Caribou ,7,46.8605982,-68.0119714
Hailey ,7,43.5196288,-114.3153245
Moreno Valley ,6,33.937517,-117.2305944
Oceanside ,6,33.1958696,-117.3794834
Cape Coral ,6,26.6069232,-81.9802626
Surprise ,6,33.6292271,-112.3680189
Palm Bay ,6,28.0331886,-80.6429695
Broken Arrow ,6,36.0525993,-95.7908195
Redding ,6,40.5863563,-122.3916754
Cicero ,6,41.8455878,-87.7539448
Indio ,6,33.7192808,-116.2188054
Kennewick ,6,46.2112458,-119.1372338
Passaic ,6,40.8567663,-74.1284764
Lynwood ,6,33.9303225,-118.2114933
Layton ,6,41.0602888,-111.9661495
Pasco ,6,28.2996183,-82.4522702
Meriden ,6,41.5381535,-72.8070435
Grand Junction ,6,39.063956,-108.5507317
Huntington Park ,6,33.9816812,-118.2250725
Casper ,6,42.866632,-106.313081
Paramount ,6,33.8984873,-118.170703
St. Peters ,6,38.8010514,-90.627881
Euless ,6,32.8370727,-97.0819541
Cuyahoga Falls ,6,41.1348213,-81.4848086
Euclid ,6,41.5931049,-81.5267873
Wauwatosa ,6,43.0494122,-88.0079271
Lacey ,6,47.0263876,-122.8072257
Rancho Palos Verdes ,6,33.7483311,-118.3707683
Crystal Lake ,6,42.2411344,-88.3161965
La Puente ,6,34.01979,-117.9503677
Bullhead City ,6,35.1477774,-114.5682983
New Berlin ,6,42.976453,-88.1090391
Maplewood ,6,44.9530215,-92.9952153
Greenfield ,6,42.5877962,-72.6006199
Gadsden ,6,34.0142639,-86.0066387
Nacogdoches ,6,31.5970503,-94.5927451
Wentzville ,6,38.81144,-90.8529107
Williamsport ,6,41.2493292,-77.0027671
Allen Park ,6,42.2575385,-83.2110375
Matthews ,6,35.1168131,-80.7236804
West Chicago ,6,41.8847507,-88.2039607
Benicia ,6,38.049365,-122.1585777
Glen Cove ,6,40.8623217,-73.6337389
McHenry ,6,42.3294391,-88.4605713
Kingsville ,6,27.5158689,-97.856109
Ridgeland ,6,32.4284761,-90.1323087
Mercer Island ,6,47.5766324,-122.2276378
Shelbyville ,6,38.2120144,-85.2235666
Coralville ,6,41.6764044,-91.5804475
Montrose ,6,38.478504,-107.8777769
Sylvania ,6,38.1570143,-85.8741308
Fairmont ,6,39.4850848,-80.1425781
Snellville ,6,33.857328,-84.0199108
Elizabeth City ,6,36.2956836,-76.2247697
Beckley ,6,37.7781702,-81.1881557
Kirksville ,6,40.1947539,-92.5832496
Streetsboro ,6,41.2392227,-81.3459405
Goodlettsville ,6,36.3231067,-86.7133302
Coos Bay ,6,43.3665007,-124.2178903
Middleburg Heights ,6,41.3614401,-81.812912
Oconomowoc ,6,43.1116731,-88.4992659
Stuart ,6,27.197983,-80.2519175
Chamblee ,6,33.892176,-84.2988296
Gloversville ,6,43.0528133,-74.34369
Pierre ,6,44.3683045,-100.3511848
McComb ,6,31.2437872,-90.4531536
Lilburn ,6,33.8901036,-84.1429719
Coolidge ,6,32.9592895,-111.5315133
Merriam ,6,39.0236165,-94.6935701
Signal Hill ,6,40.619377,-74.0873755
Lovington ,6,32.9440077,-103.3485543
Ogdensburg ,6,44.6942291,-75.4863364
Bluefield ,6,37.252617,-81.2712105
Alachua ,6,29.675568,-82.3640109
Olney ,6,39.1532123,-77.0668408
Boonton ,6,40.9025989,-74.4070971
Fort Stockton ,6,30.8940431,-102.8793222
DuBois ,6,41.1192282,-78.7600297
McCook ,6,40.2019478,-100.6257076
St. Joseph ,5,39.7686055,-94.8466322
Brooklyn Park ,5,45.1004807,-93.3443585
Manteca ,5,37.7986184,-121.2117148
Gulfport ,5,30.3674198,-89.0928155
Goodyear ,5,33.353366,-112.4138567
Janesville ,5,42.7151854,-88.9907743
Bossier City ,5,32.5499425,-93.70095925
Blaine ,5,35.8970899,-98.4225961
Apopka ,5,28.7414145,-81.5344293
Kearny ,5,37.9960049,-101.3523356
Rockwall ,5,32.9312336,-96.4597089
Hilton Head Island ,5,32.216316,-80.752608
Los Banos ,5,37.0592253,-120.8505342
Moorpark ,5,34.285558,-118.8820414
Inver Grove Heights ,5,44.8479039,-93.0428119
Bangor ,5,44.8011821,-68.7778138
McMinnville ,5,45.2109843,-123.1975851
Walla Walla ,5,46.0649999,-118.3302784
Wake Forest ,5,35.9803097,-78.5103427
Gallatin ,5,37.7509507,-88.2264519
Laguna Hills ,5,33.5948758,-117.6882067
Spring Hill ,5,28.5558273,-82.4503732
Aiken ,5,33.5598586,-81.721952
Helena ,5,46.5927122,-112.036109
Kankakee ,5,41.1200325,-87.8611531
Savage ,5,44.7779041,-93.3356204
Enterprise ,5,31.3151708,-85.8552161
American Fork ,5,40.3768954,-111.7957645
Garner ,5,35.7112642,-78.6141709
Asheboro ,5,35.7079146,-79.8136446
Collinsville ,5,38.6703267,-89.9845476
Rockledge ,5,40.0812219,-75.0896176
Statesville ,5,35.7826363,-80.8872959
Centerville ,5,31.2579584,-95.978292
Selma ,5,32.4073589,-87.0211007
Alliance ,5,40.9153362,-81.1059309
Pelham ,5,42.734534,-71.3245067
Forest Grove ,5,45.5197452,-123.1114405
Klamath Falls ,5,42.224867,-121.7816704
Arvin ,5,35.209129,-118.828431
Angleton ,5,29.16941,-95.4318847
Dickinson ,5,38.8790615,-97.1893341
Murphy ,5,35.0875836,-84.0346315
Orinda ,5,37.8771476,-122.1796888
Milledgeville ,5,33.0801429,-83.2320991
Clarksdale ,5,34.194945,-90.57478338
South Houston ,5,29.663008,-95.2354902
Mineral Wells ,5,32.8084605,-98.1128223
Pendleton ,5,45.672075,-118.7885967
Opelousas ,5,30.5335302,-92.081509
Rye ,5,40.9808209,-73.684294
Clearlake ,5,38.9582307,-122.6263728
River Falls ,5,44.8595111,-92.6265897
Olean ,5,42.077565,-78.4297419
Sault Ste. Marie ,5,46.5218221,-84.3194549
Rio Grande City ,5,26.3764405,-98.77781219
Buford ,5,34.1206564,-84.0043513
Destin ,5,30.3935337,-86.4957834
South Miami ,5,25.7078467,-80.29563558
Festus ,5,38.2207112,-90.3959504
Los Alamitos ,5,33.8037416,-118.0780533
Davidson ,5,36.189724,-86.7857862
Snoqualmie ,5,47.5332072,-121.8434935
Arkadelphia ,5,34.1209292,-93.053784
Satellite Beach ,5,28.1761233,-80.5900519
Groton ,5,41.3506989,-72.0773654
Tiburon ,5,37.8734371,-122.4566122
Wharton ,5,29.30524,-96.07548154
Seneca ,5,42.7831619,-76.8386051
Clear Lake ,5,44.7595585,-96.68264434
Clarkston ,5,42.7086411,-83.4396633
Globe ,5,33.3942223,-110.7864984
Canal Winchester ,5,39.8428215,-82.805646
West Valley City ,4,40.6916132,-112.0010501
West Covina ,4,34.0686208,-117.9389526
New Bedford ,4,41.6362152,-70.934205
Spokane Valley ,4,47.6732281,-117.2393748
Fishers ,4,39.9555928,-86.0138729
Baldwin Park ,4,34.08033185,-117.9662137
Yorba Linda ,4,33.890107,-117.8255939
Malden ,4,42.4250964,-71.066163
North Port ,4,27.044224,-82.2359254
Rocky Mount ,4,35.9382104,-77.7905341
Lakeville ,4,44.650051,-93.2432791
Chicopee ,4,42.17073265,-72.57331507
Colton ,4,34.0739016,-117.3136547
West New York ,4,40.7880091,-74.0142761
Pflugerville ,4,30.4393696,-97.6200043
Casa Grande ,4,32.8793816,-111.7575614
Salina ,4,38.8402805,-97.6114237
Commerce City ,4,39.8083196,-104.9338675
Beavercreek ,4,39.7092262,-84.0632685
Jeffersonville ,4,38.2776479,-85.7371131
Palm Springs ,4,33.8345281,-116.5389475
Summerville ,4,33.0000235,-80.18979261
Fort Pierce ,4,27.4467056,-80.3256056
Wilkes-Barre ,4,41.2464824,-75.8817316
Rohnert Park ,4,38.3396367,-122.7010984
Atlantic City ,4,39.3642852,-74.4229351
Lincoln Park ,4,42.2505943,-83.1785361
Del Rio ,4,29.3627296,-100.896761
Temple City ,4,34.1082994,-118.0577568
East Point ,4,33.6654335,-84.48648945
Winter Haven ,4,28.0222435,-81.7328568
Upper Arlington ,4,39.9945084,-83.0624078
Newnan ,4,33.3806716,-84.7996573
Manitowoc ,4,44.0886059,-87.6575841
Seaside ,4,36.6258085,-121.8170358
Shaker Heights ,4,41.4739419,-81.5370671
Dodge City ,4,37.7527982,-100.0170787
Eureka ,4,40.8020712,-124.1636729
Stockbridge ,4,42.2875874,-73.3203862
Harvey ,4,38.0352315,-97.4486267
Alvin ,4,29.4238472,-95.2441009
Grandview ,4,46.2509653,-119.9017049
Seal Beach ,4,33.741176,-118.1046356
Starkville ,4,33.45936245,-88.82985418
Corsicana ,4,32.091299,-96.4646821
Northport ,4,40.9038855,-73.34199127
Duncan ,4,48.7786869,-123.7080394
Rock Springs ,4,41.5869225,-109.2047867
Adrian ,4,41.8975471,-84.0371659
Milwaukie ,4,45.4453901,-122.6392889
South El Monte ,4,34.0519548,-118.0467339
Gardner ,4,42.5750883,-71.998133
Alice ,4,27.7522487,-98.0697249
Sugar Hill ,4,44.215341,-71.7995321
Forest Park ,4,45.55947275,-122.7561254
McAlester ,4,34.9334981,-95.7697934
Wisconsin Rapids ,4,44.3835763,-89.8173466
St. Matthews ,4,38.24988,-85.63574226
Rancho Mirage ,4,33.763346,-116.4228596
Dyersburg ,4,36.0345159,-89.3856281
Radford ,4,37.1317924,-80.5764477
Clayton ,4,33.5204959,-84.3591713
Fairview Park ,4,41.442339,-81.85930266
Sikeston ,4,36.876719,-89.5878579
Sunnyside ,4,46.3246419,-120.0081898
Blytheville ,4,35.9272953,-89.9189754
Vandalia ,4,38.960601,-89.0936778
Indianola ,4,33.4446225,-90.64892856
Lake Wales ,4,27.9014133,-81.5859099
Sharon ,4,44.63994125,-89.41770715
Martinsville ,4,36.6915262,-79.8725386
Mount Holly ,4,35.2981943,-81.0159081
Brainerd ,4,46.3580221,-94.2008288
Bluffton ,4,40.7386579,-85.1716368
Pewaukee ,4,43.0805651,-88.2612045
Chesterton ,4,41.6105938,-87.0641992
Wickliffe ,4,36.9647458,-89.0893387
San Anselmo ,4,37.9744323,-122.5615032
Seabrook ,4,29.5633199,-95.019723
West Plains ,4,36.7281154,-91.8523711
Half Moon Bay ,4,37.4635519,-122.4285862
Coshocton ,4,40.2905684,-81.9271441
Spencer ,4,38.0237475,-85.3203899
Orange City ,4,28.9488761,-81.2986741
Howell ,4,42.6072552,-83.9293952
Palm Beach ,4,26.6279798,-80.4494174
Fort Scott ,4,37.8399791,-94.7082882
Brooksville ,4,33.2345685,-88.5822673
Lake Geneva ,4,42.5916836,-88.4334301
Ojai ,4,34.4480495,-119.242889
New Prague ,4,44.5433331,-93.5760445
Ville Platte ,4,30.6879749,-92.2715157
Sioux Center ,4,43.0796915,-96.1756717
West Jordan ,3,40.6096698,-111.9391031
Citrus Heights ,3,38.7071247,-121.2810611
Hemet ,3,33.778562,-117.0357665
Gary ,3,41.6021292,-87.3371372
Palm Coast ,3,29.5541432,-81.2207673
St. George ,3,37.104153,-113.5841313
Wyoming ,3,43.1700264,-107.5685348
Oshkosh ,3,44.0206919,-88.5408574
Tulare ,3,36.2516475,-118.852583
St. Clair Shores ,3,42.4969805,-82.8888054
Pontiac ,3,40.8808666,-88.6297839
La Mesa ,3,33.436188,-111.5860661
Dearborn Heights ,3,42.3369816,-83.2732627
Lake Elsinore ,3,33.6680772,-117.3272615
Tigard ,3,45.4307473,-122.7719339
Mishawaka ,3,41.6619927,-86.1586156
Leominster ,3,42.5250906,-71.759794
Muskogee ,3,35.6630196,-95.3927706
Calexico ,3,32.6789476,-115.4988834
Apex ,3,35.7325352,-78.8505516
Burleson ,3,32.515272,-97.34509602
Stanton ,3,37.5691072,-101.7935648
Puyallup ,3,47.1849009,-122.2921406
The Colony ,3,33.0890094,-96.8863922
Bell ,3,33.9775142,-118.1870156
Hot Springs ,3,34.492847,-93.12379452
Lufkin ,3,31.3382406,-94.729097
Cottage Grove ,3,44.8277446,-92.9438218
Hobbs ,3,32.7026116,-103.1360403
Pleasant Grove ,3,40.3641184,-111.73854
Houma ,3,29.5957696,-90.7195348
Lauderdale Lakes ,3,26.1681519,-80.20471799
Michigan City ,3,41.7075394,-86.8950297
Wheat Ridge ,3,39.766098,-105.0772063
Cooper City ,3,26.04707855,-80.27390797
Banning ,3,33.9255685,-116.875289
